x,y
2.136593287621797,1.6335110938182458
2.2801821320120608,1.592508326501959
2.4266983109825717,1.5634653241894025
2.5745820507924755,1.5423109822791239
2.7232104247545355,1.527205502761187
2.872191955817476,1.516108165263532
3.0213956818461205,1.508497535907095
3.1707091450725238,1.5034608363033832
3.320086196056349,1.5008712037204683
3.469483583268735,1.5000458315956868
3.618881471142814,1.5008505592268764
3.768264046598852,1.503157991494296
3.9176241338048032,1.5066286131734925
4.066956777150335,1.5111355496618577
4.21625530825138,1.516661373011254
4.365520131278071,1.5230340993016542
4.514752890534579,1.5301186586066
4.663954391946369,1.537835493728275
4.813122133105559,1.546180357483921
4.962261946799076,1.5550105273429524
5.111377692401769,1.5642386797740682
5.260471065168834,1.5738219160791929
5.4095474725037285,1.5836659368010746
5.558613922686674,1.5936597749421688
5.70767715776299,1.6037015301944202
5.8567473873491585,1.613638664399056
6.005839435899896,1.6232421500254302
6.154973477381276,1.6321657765266933
6.304152422372729,1.6403077567664677
6.453346419546366,1.6481712243977136
6.602538780382108,1.656065513744801
6.75170823729303,1.6643790098351365
6.900821158262614,1.673644315255686
7.049818191182039,1.6846063151305284
7.1985792730490825,1.6983864432233744
7.346864742442076,1.7165417341404132
7.494214056204656,1.7411041255081143
7.63968348157552,1.77498124467484
7.781585781383138,1.8214909123803602
7.9172826104436975,1.8837521489606532
8.043522203511333,1.963421630640416
8.154649534815746,2.0629384319746094
8.248298001686113,2.1791630146530085
8.326223177096818,2.3065214297257324
8.389848414511386,2.441624023525709
8.439645829163652,2.582420217109988
8.47554425458308,2.7273755878962183
8.496137071104432,2.875263923668659
8.49825849178311,3.0245223054879355
8.475048776320016,3.171837158156026
8.414422906782836,3.3075819424110215
8.315372150537161,3.4189676703421688
8.198441952562373,3.511772141572083
8.072254163854657,3.591654243551504
7.940330559356623,3.6617099361304337
7.804380657396378,3.7236122196024573
7.665274576560873,3.7780613053778267
7.523568223624688,3.825331261554185
7.379466519433571,3.8646811751027155
7.233142355554558,3.8946626370116153
7.084751264296943,3.9112613547665633
6.936822281508808,3.896065094505302
6.798304633371026,3.8409209796215937
6.670729254879124,3.7633588947335452
6.550564396545909,3.6746212348335408
6.433569871560476,3.581709359807501
6.315448904430609,3.4902487441528205
6.191062270008492,3.407649821623127
6.053998770660638,3.3494365397800983
5.906206821062641,3.3482646273233407
5.764616534429256,3.3952903551559332
5.630891781282722,3.4617346341961466
5.504248352350124,3.5408920392019296
5.3848952826713745,3.630674914891965
5.274086003257717,3.730801836656104
5.174722673921598,3.8422527004431304
5.09309546971758,3.9671319462622945
5.042938567263247,4.107202491937015
5.0521618574204705,4.254653265297906
5.122850240239188,4.385584435781836
5.2188623375395995,4.499892877330054
5.32612312136923,4.603837697481647
5.439418277470095,4.701201654419876
5.556486487836979,4.794009426583591
5.676049802037641,4.883587352802846
5.797350758735513,4.970801288517062
5.919796110529121,5.056402434581289
6.042944723541831,5.140989794033613
6.166417472725949,5.225103771163449
6.289784665266062,5.309372303836451
6.412520896736729,5.394555753913762
6.534263934573288,5.481151446376963
6.660760357834399,5.560567783296204
6.7923392265233975,5.631289499015631
6.926991550795287,5.695993862881063
7.063368332605684,5.7569958190494805
7.200416164912148,5.816481444573606
7.337152167310476,5.876677385967002
7.472410864549348,5.940107974017482
7.604409827452877,6.0100282778314815
7.730198172958202,6.090495644600606
7.8437622378938645,6.18727188997783
7.933550246597376,6.3060929126681815
7.986954842589737,6.4451382373974315
8.011610882123856,6.5923157989668875
8.016690837322278,6.741543990803517
8.006930311767112,6.890574424191679
7.985464424926785,7.03838618515072
7.953845916698217,7.184372161290193
7.912906491896388,7.328027769925498
7.8628641907964,7.4687714768114954
7.803396611981999,7.605791748492649
7.733736518733059,7.737904703085017
7.65234444592377,7.863103002845987
7.556215472323578,7.977302378546879
7.444143194949112,8.075909941666408
7.32137686142201,8.16092957267812
7.191505629058614,8.234692949482524
7.056614837775772,8.2988432183136
6.917877010402021,8.35420281174249
6.77607381976519,8.401167914618467
6.631765913632284,8.439759231782434
6.485405367201013,8.469630150691865
6.337423936190768,8.489973623269423
6.188362167012673,8.499419790588014
6.03906268468809,8.496048674443609
5.890997943963873,8.476867997423128
5.74701779098823,8.437502789908928
5.608718896044998,8.381166581605534
5.47577934673245,8.313065488898951
5.347644136792665,8.236283687084216
5.223875133794949,8.152639589989223
5.1042152938379495,8.063211845685485
4.988595452476004,7.96861315596418
4.87726419921313,7.8690016134783045
4.77050906513856,7.764506227298821
4.669012360113833,7.654903602191299
4.574056741696594,7.539600454285074
4.48795205657939,7.4175688960894925
4.4161430277336295,7.286698116356487
4.378824290543519,7.143168581754582
4.398971798679099,6.995847248248413
4.454613836937509,6.857432337299086
4.527988045032363,6.727360892004038
4.609826185929604,6.602382767431511
4.694495391670301,6.479290473455165
4.777111336350073,6.35482242422265
4.850620493518254,6.224845049367906
4.899087834433775,6.084051981067538
4.880998099843128,5.938429954120432
4.796410953516695,5.815861990418183
4.689085051302133,5.7121359808295225
4.570146610777446,5.621835357066274
4.443673466981877,5.542382223731261
4.31171841212926,5.472391428672071
4.175176926847847,5.4118301565851965
4.034739913330595,5.360968869225048
3.890756718756277,5.321285946723034
3.7436753972025203,5.29549315647097
3.594592473083988,5.288430304813451
3.447385172551343,5.310675819541828
3.312266779583481,5.37357747505998
3.189419466434821,5.4584173489079015
3.0751865381951684,5.554656438872552
2.9665618634926614,5.657213254905256
2.8613572569884993,5.763285902500337
2.7578855522329895,5.871054560799718
2.654610612053056,5.9790123356809035
2.5497871931992893,6.085461559337182
2.4409779305392347,6.187807655653722
2.3241414879720006,6.280758902105491
2.1910232762281137,6.346916929211065
2.0451122838368088,6.332315589912395
1.9263150402996791,6.243532114937044
1.8398518337953191,6.122051620216318
1.7744437900689496,5.987833891830253
1.7222135115568376,5.847903421508113
1.6789404465155386,5.704926453153723
1.6419911367597504,5.560176414044611
1.6096623418550478,5.414319820919654
1.5807015088579086,5.267755029796144
1.5552195901694306,5.12055402555857
1.5358387620505187,4.972425360305266
1.521432457753397,4.823726258066539
1.5111516413997843,4.674683039864587
1.5043707825800456,4.525438804291881
1.5007679709797714,4.376083576956316
1.500139712486605,4.226686241363476
1.5023733020109777,4.077304522991214
1.5074654148845281,3.9279931575751434
1.5155086568503748,3.7788119248904644
1.526702425951822,3.629834383544906
1.5413789094736225,3.481160402092767
1.5600505653897316,3.3329369165492846
1.5805250873825596,3.184962203824525
1.5904270882850247,3.035925919747101
1.5920535298909488,2.8865433989167406
1.5900274804128995,2.73715668065704
1.588611858752691,2.5877648609914545
1.5921482674113443,2.43842336822437
1.6056105166412569,2.289681863731803
1.635261161281584,2.1433776550007515
1.6878471134142339,2.003788589529271
1.7678327882960747,1.8780112585752153
1.8742235417206525,1.7736122826677483
1.9996804716722267,1.6929734405510057
2.136593287621797,1.6335110938182458
